Booking_ID,Booking_Date,Travel_Date,Lead_Time,Category,Travel_Type,Customer_Type,City_From,City_To,Booking_Channel,Payment_Mode,Base_Price,Discount_%,Cancellation_Status,Refund_%,Rating,Repeat_Customer,Booking_Hour,Festival_Season
BKG05513,26-08-2025,23-11-2025,89,Flight,Domestic,Solo,Bangalore,Mumbai,App,Debit Card,7188,5,1,80,3,No,1,Normal
BKG05514,01-07-2025,24-07-2025,23,Flight,Domestic,Business,Chennai,Goa,App,Debit Card,9426,10,0,0,4,No,12,Normal
BKG05515,06-09-2024,15-10-2024,39,Flight,International,Family,Bangalore,Singapore,App,NetBanking,23763.6,15,0,0,3,Yes,12,Normal
BKG05516,02-04-2024,01-07-2024,90,Flight,International,Family,Delhi,London,App,Debit Card,20795.4,15,0,0,2,Yes,12,Normal
BKG05517,12-05-2024,20-07-2024,69,Holiday Package,International,Couple,Delhi,Dubai,App,NetBanking,106268.4,5,1,80,4,Yes,11,Normal
BKG05518,31-05-2024,13-07-2024,43,Flight,International,Couple,Delhi,Bangkok,App,NetBanking,13015.8,5,0,0,5,Yes,14,Diwali
BKG05519,24-12-2024,30-01-2025,37,Train,International,Family,Mumbai,London,Website,Debit Card,7950.6,0,0,0,3,Yes,7,Normal
BKG05520,18-07-2025,27-08-2025,40,Train,Domestic,Solo,Hyderabad,Jaipur,Website,UPI,4756,20,0,0,1,Yes,4,Normal
BKG05521,16-08-2025,17-09-2025,32,Flight,Domestic,Solo,Chennai,Delhi,Website,NetBanking,14299,5,1,80,4,Yes,19,Normal
BKG05522,01-08-2024,08-09-2024,38,Holiday Package,Domestic,Solo,Bangalore,Chennai,App,Debit Card,75827,15,0,0,4,Yes,20,Normal
BKG05523,17-12-2024,20-12-2024,3,Hotel,International,Solo,Bangalore,Dubai,Website,UPI,20988,10,0,0,2,Yes,1,Normal
BKG05524,14-01-2025,27-01-2025,13,Train,Domestic,Business,Delhi,Jaipur,Website,UPI,1204,0,0,0,1,Yes,13,Normal
BKG05525,05-08-2025,15-08-2025,10,Hotel,International,Business,Bangalore,London,App,Wallet,37990.8,10,0,0,4,Yes,19,Normal
BKG05526,18-10-2024,13-01-2025,87,Hotel,International,Family,Bangalore,Singapore,Website,UPI,22804.2,10,0,0,2,No,13,Normal
BKG05527,15-03-2024,05-05-2024,51,Holiday Package,International,Business,Delhi,Singapore,Website,UPI,64983.6,5,0,0,3,No,15,Summer
BKG05528,27-12-2024,17-03-2025,80,Hotel,International,Family,Bangalore,Bangkok,App,Debit Card,32815.8,15,0,0,4,Yes,18,Normal
BKG05529,18-06-2025,19-06-2025,1,Holiday Package,International,Couple,Delhi,Bangkok,App,Debit Card,85543.2,15,0,0,2,Yes,5,Normal
BKG05530,03-08-2025,29-10-2025,87,Holiday Package,International,Business,Hyderabad,London,App,NetBanking,134920.8,5,0,0,5,Yes,17,Normal
BKG05531,29-07-2024,14-10-2024,77,Train,International,Family,Chennai,London,Website,Credit Card,6478.2,15,0,0,3,Yes,23,Normal
BKG05532,30-01-2025,20-03-2025,49,Hotel,Domestic,Family,Delhi,Mumbai,App,NetBanking,8146,0,0,0,5,Yes,20,Normal
BKG05533,24-06-2024,03-08-2024,40,Hotel,Domestic,Business,Chennai,Goa,Website,Credit Card,13737,10,0,0,3,Yes,17,Normal
BKG05534,15-06-2025,10-07-2025,25,Holiday Package,Domestic,Business,Bangalore,Chennai,App,Credit Card,25228,10,0,0,4,No,1,Normal
BKG05535,12-04-2025,15-05-2025,33,Train,International,Family,Mumbai,Dubai,Website,Debit Card,3580.2,0,0,0,1,Yes,4,Summer
BKG05536,19-10-2025,03-01-2026,76,Flight,International,Couple,Chennai,London,App,Credit Card,7619.4,20,0,0,3,No,5,Normal
BKG05537,16-01-2025,12-02-2025,27,Train,Domestic,Family,Chennai,Hyderabad,App,Credit Card,2310,10,0,0,4,Yes,20,Normal
BKG05538,08-06-2024,23-07-2024,45,Flight,International,Solo,Chennai,Dubai,App,UPI,10553.4,0,1,80,4,Yes,14,Normal
BKG05539,26-08-2024,15-11-2024,81,Train,Domestic,Couple,Delhi,Delhi,App,Wallet,4306,20,0,0,1,Yes,8,Normal
BKG05540,09-05-2025,22-07-2025,74,Holiday Package,Domestic,Solo,Hyderabad,Hyderabad,App,Credit Card,73539,5,0,0,4,Yes,17,Christmas
BKG05541,08-12-2024,19-01-2025,42,Holiday Package,Domestic,Family,Hyderabad,Mumbai,Website,Debit Card,44017,20,0,0,3,No,21,Normal
BKG05542,29-04-2024,04-05-2024,5,Holiday Package,Domestic,Solo,Delhi,Goa,App,Debit Card,43766,0,0,0,2,Yes,10,Summer
BKG05543,19-12-2025,20-12-2025,1,Train,International,Solo,Hyderabad,Bangkok,Website,NetBanking,6591.6,5,1,80,1,No,13,Normal
BKG05544,03-04-2025,16-05-2025,43,Flight,Domestic,Solo,Bangalore,Chennai,Website,Wallet,10094,15,1,80,5,No,3,Normal
BKG05545,07-04-2024,25-05-2024,48,Holiday Package,Domestic,Couple,Chennai,Goa,App,Debit Card,75622,5,0,0,1,Yes,23,Normal
BKG05546,15-05-2024,27-06-2024,43,Train,Domestic,Family,Chennai,Bangalore,Website,Debit Card,2063,5,0,0,5,No,13,Normal
BKG05547,26-10-2024,10-01-2025,76,Hotel,International,Family,Chennai,Dubai,App,NetBanking,41373,15,0,0,5,No,3,Normal
BKG05548,23-07-2024,23-09-2024,62,Hotel,Domestic,Business,Mumbai,Mumbai,App,Credit Card,11488,5,0,0,5,No,12,Normal
BKG05549,06-02-2025,06-05-2025,89,Flight,International,Business,Delhi,Singapore,App,UPI,14333.4,5,0,0,1,Yes,8,Normal
BKG05550,22-08-2024,06-11-2024,76,Flight,International,Couple,Hyderabad,Singapore,App,NetBanking,21814.2,20,0,0,1,No,15,Summer
BKG05551,17-06-2024,23-06-2024,6,Flight,Domestic,Couple,Bangalore,Chennai,App,Wallet,9321,20,0,0,4,No,10,Normal
BKG05552,08-12-2024,04-02-2025,58,Train,Domestic,Family,Delhi,Chennai,Website,NetBanking,4742,0,0,0,3,No,15,Normal
BKG05553,06-02-2024,12-03-2024,35,Holiday Package,Domestic,Couple,Chennai,Goa,App,Debit Card,43586,15,1,80,3,Yes,5,Diwali
BKG05554,28-07-2025,06-08-2025,9,Holiday Package,Domestic,Solo,Chennai,Jaipur,App,UPI,37734,5,0,0,1,Yes,13,Normal
BKG05555,01-07-2024,19-08-2024,49,Flight,Domestic,Couple,Delhi,Chennai,App,Wallet,5389,15,1,80,5,Yes,5,Normal
BKG05556,29-06-2025,29-07-2025,30,Hotel,International,Solo,Bangalore,Singapore,Website,Credit Card,6885,5,0,0,3,Yes,18,Normal
BKG05557,17-05-2024,13-08-2024,88,Train,Domestic,Business,Bangalore,Mumbai,App,UPI,3653,20,0,0,1,Yes,3,Normal
BKG05558,18-01-2025,15-04-2025,87,Holiday Package,International,Couple,Delhi,Bangkok,Website,Credit Card,52725.6,15,0,0,4,No,20,Normal
BKG05559,10-12-2024,11-02-2025,63,Flight,Domestic,Family,Delhi,Hyderabad,Website,Credit Card,7481,5,0,0,2,No,8,Normal
BKG05560,06-12-2024,28-02-2025,84,Hotel,International,Couple,Hyderabad,Bangkok,Website,Wallet,20395.8,0,0,0,1,No,23,Normal
BKG05561,06-05-2024,22-05-2024,16,Flight,Domestic,Family,Hyderabad,Goa,App,Wallet,7332,5,0,0,2,No,2,Diwali
BKG05562,14-06-2024,29-08-2024,76,Flight,International,Business,Hyderabad,Dubai,App,UPI,21897,0,1,80,4,Yes,14,Christmas
BKG05563,12-04-2025,24-05-2025,42,Flight,International,Family,Hyderabad,Bangkok,Website,Wallet,21868.2,5,0,0,1,No,22,Diwali
BKG05564,09-02-2025,08-05-2025,88,Hotel,Domestic,Business,Hyderabad,Goa,App,UPI,3071,0,0,0,5,No,14,Normal
BKG05565,08-06-2024,21-08-2024,74,Flight,Domestic,Business,Hyderabad,Goa,App,NetBanking,14941,15,1,80,3,No,23,Diwali
BKG05566,10-12-2024,12-02-2025,64,Train,International,Couple,Hyderabad,Bangkok,Website,Credit Card,8137.8,15,0,0,2,Yes,21,Diwali
BKG05567,08-12-2024,07-02-2025,61,Train,International,Couple,Bangalore,London,Website,UPI,2977.2,20,0,0,4,Yes,1,Normal
BKG05568,14-02-2024,22-03-2024,37,Train,Domestic,Business,Hyderabad,Jaipur,App,NetBanking,4415,15,0,0,2,No,1,Normal
BKG05569,01-08-2025,20-08-2025,19,Holiday Package,Domestic,Couple,Hyderabad,Bangalore,Website,UPI,27488,0,1,80,5,No,1,Diwali
BKG05570,20-04-2024,13-07-2024,84,Hotel,International,Couple,Chennai,Singapore,App,NetBanking,39348,15,1,80,4,Yes,20,Christmas
BKG05571,24-12-2025,07-02-2026,45,Train,Domestic,Business,Mumbai,Mumbai,Website,UPI,1733,20,1,80,3,Yes,22,Normal
BKG05572,21-06-2024,03-07-2024,12,Holiday Package,International,Solo,Hyderabad,Bangkok,Website,Credit Card,73515.6,10,0,0,1,No,20,Normal
BKG05573,15-01-2024,01-04-2024,77,Flight,International,Solo,Bangalore,Bangkok,Website,Credit Card,25655.4,20,1,80,1,No,5,Diwali
BKG05574,09-04-2024,26-06-2024,78,Flight,International,Family,Mumbai,Singapore,App,UPI,11235.6,20,0,0,5,Yes,13,Normal
BKG05575,05-01-2024,20-01-2024,15,Hotel,International,Solo,Bangalore,London,Website,Credit Card,8605.8,0,0,0,5,Yes,23,Normal
BKG05576,08-09-2024,13-09-2024,5,Train,International,Solo,Chennai,London,App,UPI,4127.4,10,0,0,1,No,21,Normal
BKG05577,27-02-2024,23-04-2024,56,Holiday Package,Domestic,Couple,Bangalore,Mumbai,App,Debit Card,52593,5,0,0,3,Yes,1,Normal
BKG05578,17-05-2024,23-06-2024,37,Train,Domestic,Couple,Bangalore,Bangalore,Website,Credit Card,1821,0,1,80,5,Yes,13,Normal
BKG05579,28-08-2024,01-10-2024,34,Flight,International,Family,Chennai,Dubai,App,NetBanking,18932.4,15,1,80,5,No,22,Normal
BKG05580,19-08-2024,13-09-2024,25,Holiday Package,Domestic,Business,Delhi,Chennai,App,Wallet,36436,0,0,0,2,Yes,20,Normal
BKG05581,14-04-2024,13-07-2024,90,Holiday Package,Domestic,Business,Bangalore,Jaipur,Website,UPI,60043,15,0,0,5,No,16,Christmas
BKG05582,20-11-2024,22-01-2025,63,Hotel,Domestic,Family,Mumbai,Hyderabad,Website,Wallet,24001,5,0,0,1,No,3,Diwali
BKG05583,30-11-2025,27-02-2026,89,Train,International,Solo,Mumbai,Bangkok,App,Credit Card,6426,10,1,80,3,Yes,12,Normal
BKG05584,09-08-2024,14-08-2024,5,Train,Domestic,Couple,Hyderabad,Delhi,Website,Debit Card,4909,0,0,0,2,No,4,Diwali
BKG05585,11-10-2024,19-12-2024,69,Holiday Package,Domestic,Family,Hyderabad,Jaipur,App,NetBanking,60620,15,0,0,2,Yes,2,Diwali
BKG05586,15-11-2025,10-12-2025,25,Flight,Domestic,Business,Hyderabad,Delhi,App,NetBanking,11357,20,0,0,3,No,17,Normal
BKG05587,02-04-2024,06-05-2024,34,Hotel,International,Business,Mumbai,London,App,NetBanking,25822.8,15,0,0,5,No,3,Normal
BKG05588,01-08-2025,26-09-2025,56,Train,Domestic,Solo,Bangalore,Bangalore,App,NetBanking,4102,10,0,0,2,No,16,Diwali
BKG05589,29-04-2024,16-07-2024,78,Train,Domestic,Business,Hyderabad,Chennai,App,Wallet,3296,20,1,80,1,Yes,5,Normal
BKG05590,14-01-2024,02-02-2024,19,Hotel,International,Family,Delhi,Dubai,Website,Debit Card,3978,20,0,0,5,Yes,13,Normal
BKG05591,09-10-2025,05-12-2025,57,Hotel,Domestic,Family,Mumbai,Goa,App,Wallet,7131,5,0,0,3,Yes,5,Normal
BKG05592,29-04-2024,26-07-2024,88,Holiday Package,International,Family,Hyderabad,Bangkok,Website,Credit Card,125782.2,10,0,0,5,No,3,Normal
BKG05593,09-09-2024,12-11-2024,64,Holiday Package,Domestic,Couple,Chennai,Delhi,Website,Debit Card,48420,15,0,0,2,No,1,Normal
BKG05594,09-09-2025,27-10-2025,48,Hotel,International,Business,Hyderabad,Dubai,Website,Credit Card,21675.6,10,1,80,5,No,13,Normal
BKG05595,08-04-2025,07-05-2025,29,Train,Domestic,Business,Bangalore,Goa,App,Wallet,1125,15,0,0,2,Yes,14,Normal
BKG05596,16-09-2025,25-11-2025,70,Flight,Domestic,Solo,Chennai,Bangalore,Website,Wallet,14798,10,0,0,3,Yes,11,Christmas
BKG05597,30-12-2025,15-02-2026,47,Train,Domestic,Family,Mumbai,Mumbai,App,NetBanking,3401,10,0,0,2,Yes,11,Summer
BKG05598,27-03-2025,02-06-2025,67,Holiday Package,Domestic,Business,Delhi,Jaipur,Website,Wallet,72864,5,0,0,2,Yes,10,Diwali
BKG05599,04-06-2024,29-07-2024,55,Flight,Domestic,Business,Bangalore,Delhi,App,Credit Card,7406,0,0,0,2,Yes,12,Normal
BKG05600,28-11-2025,29-12-2025,31,Hotel,Domestic,Business,Chennai,Goa,Website,Credit Card,20032,5,0,0,2,No,4,Diwali
BKG05601,05-11-2024,14-11-2024,9,Hotel,International,Family,Hyderabad,Dubai,Website,Credit Card,42949.8,10,0,0,4,No,15,Summer
BKG05602,14-03-2024,28-05-2024,75,Train,Domestic,Business,Mumbai,Chennai,App,UPI,4166,15,0,0,2,No,9,Normal
BKG05603,10-06-2024,15-08-2024,66,Holiday Package,Domestic,Couple,Hyderabad,Mumbai,App,Credit Card,35146,20,0,0,2,No,7,Normal
BKG05604,13-09-2024,29-10-2024,46,Train,Domestic,Family,Bangalore,Delhi,Website,Debit Card,3755,5,0,0,4,No,21,Normal
BKG05605,05-05-2024,16-06-2024,42,Holiday Package,International,Couple,Bangalore,London,App,Credit Card,72820.8,0,0,0,1,Yes,6,Summer
BKG05606,15-03-2024,31-05-2024,77,Hotel,Domestic,Couple,Bangalore,Bangalore,App,Credit Card,16716,10,0,0,4,No,8,Normal
BKG05607,24-04-2024,12-06-2024,49,Flight,Domestic,Solo,Mumbai,Goa,Website,Debit Card,7772,10,1,80,5,Yes,23,Christmas
BKG05608,30-09-2025,27-10-2025,27,Holiday Package,Domestic,Solo,Bangalore,Goa,Website,Credit Card,47379,15,1,80,1,Yes,20,Summer
BKG05609,13-11-2024,26-01-2025,74,Train,International,Couple,Mumbai,Dubai,App,Debit Card,5488.2,20,0,0,1,No,10,Normal
BKG05610,12-08-2024,05-09-2024,24,Flight,International,Business,Chennai,Singapore,Website,Credit Card,20548.8,10,0,0,1,Yes,6,Christmas
BKG05611,16-11-2024,28-11-2024,12,Holiday Package,International,Business,Hyderabad,London,Website,Wallet,53485.2,5,0,0,2,Yes,0,Normal
BKG05612,08-03-2025,06-06-2025,90,Flight,International,Solo,Mumbai,London,Website,Credit Card,16914.6,15,0,0,1,Yes,4,Normal
BKG05613,11-03-2025,12-04-2025,32,Train,International,Business,Bangalore,Bangkok,App,Debit Card,7084.8,0,1,80,5,Yes,3,Normal
BKG05614,21-04-2025,16-07-2025,86,Hotel,International,Solo,Delhi,London,App,NetBanking,35119.8,0,0,0,2,Yes,13,Normal
BKG05615,12-05-2025,29-07-2025,78,Holiday Package,International,Family,Mumbai,Singapore,App,Wallet,39704.4,0,0,0,2,Yes,20,Normal
BKG05616,30-04-2025,03-05-2025,3,Hotel,International,Couple,Mumbai,Bangkok,Website,Debit Card,22690.8,5,1,80,2,No,2,Summer
BKG05617,12-12-2024,18-12-2024,6,Hotel,International,Family,Mumbai,Singapore,App,Wallet,15076.8,10,1,80,2,No,0,Normal
BKG05618,10-04-2024,04-06-2024,55,Train,Domestic,Solo,Delhi,Jaipur,Website,UPI,1039,10,0,0,1,Yes,10,Christmas
BKG05619,29-07-2024,19-08-2024,21,Flight,International,Family,Mumbai,Singapore,Website,Wallet,8182.8,15,0,0,5,Yes,22,Normal
BKG05620,18-09-2024,26-09-2024,8,Flight,Domestic,Solo,Bangalore,Delhi,App,Debit Card,11017,20,0,0,4,No,7,Diwali
BKG05621,27-03-2024,18-04-2024,22,Hotel,International,Business,Hyderabad,Bangkok,App,Wallet,5443.2,10,0,0,1,No,17,Summer
BKG05622,23-11-2025,11-01-2026,49,Holiday Package,Domestic,Solo,Bangalore,Delhi,App,Credit Card,29297,15,1,80,1,Yes,1,Normal
BKG05623,15-08-2025,27-08-2025,12,Holiday Package,Domestic,Business,Chennai,Mumbai,Website,NetBanking,40896,0,1,80,4,No,22,Normal
BKG05624,27-10-2025,13-11-2025,17,Hotel,Domestic,Solo,Delhi,Hyderabad,App,Credit Card,4182,20,0,0,3,No,12,Normal
BKG05625,12-08-2024,05-11-2024,85,Holiday Package,International,Couple,Chennai,London,Website,Wallet,56399.4,10,0,0,1,No,13,Christmas
BKG05626,21-10-2025,21-11-2025,31,Train,Domestic,Couple,Mumbai,Mumbai,Website,Debit Card,2356,15,1,80,3,No,2,Summer
BKG05627,20-01-2025,08-02-2025,19,Train,International,Family,Bangalore,Singapore,App,Wallet,6458.4,15,0,0,2,Yes,13,Normal
BKG05628,30-01-2025,23-04-2025,83,Flight,International,Business,Bangalore,Bangkok,App,Debit Card,8098.2,10,0,0,1,Yes,12,Diwali
BKG05629,20-05-2025,08-08-2025,80,Flight,International,Couple,Hyderabad,Dubai,Website,NetBanking,12661.2,0,0,0,3,No,20,Normal
BKG05630,16-07-2024,26-07-2024,10,Flight,Domestic,Couple,Chennai,Goa,Website,Credit Card,7974,0,0,0,2,No,15,Normal
BKG05631,29-12-2024,14-01-2025,16,Train,Domestic,Business,Bangalore,Hyderabad,Website,Credit Card,1158,5,0,0,4,Yes,18,Summer
BKG05632,20-04-2024,27-04-2024,7,Holiday Package,Domestic,Solo,Chennai,Bangalore,App,Wallet,40704,5,0,0,1,No,22,Normal
BKG05633,09-07-2025,27-08-2025,49,Hotel,Domestic,Solo,Hyderabad,Bangalore,App,Debit Card,13131,20,0,0,5,No,15,Normal
BKG05634,10-02-2025,27-04-2025,76,Holiday Package,Domestic,Solo,Mumbai,Jaipur,App,UPI,38715,15,0,0,4,Yes,19,Normal
BKG05635,12-09-2025,08-11-2025,57,Holiday Package,Domestic,Couple,Hyderabad,Hyderabad,Website,UPI,47530,10,0,0,1,Yes,6,Summer
BKG05636,25-11-2025,15-01-2026,51,Flight,Domestic,Family,Delhi,Chennai,Website,UPI,10129,20,0,0,5,No,15,Normal
BKG05637,13-02-2025,18-04-2025,64,Train,Domestic,Solo,Hyderabad,Chennai,App,Credit Card,1500,20,0,0,5,Yes,21,Normal
BKG05638,08-07-2025,14-09-2025,68,Train,International,Solo,Hyderabad,Singapore,App,UPI,6895.8,15,1,80,2,No,16,Diwali
BKG05639,01-03-2025,08-03-2025,7,Flight,Domestic,Solo,Hyderabad,Hyderabad,Website,Debit Card,9815,20,0,0,4,No,20,Diwali
BKG05640,01-04-2024,09-05-2024,38,Train,International,Business,Bangalore,London,Website,UPI,2817,20,0,0,5,Yes,6,Normal
BKG05641,18-11-2024,10-02-2025,84,Hotel,Domestic,Couple,Chennai,Goa,App,Debit Card,20956,5,0,0,4,No,3,Normal
BKG05642,04-03-2025,18-03-2025,14,Flight,Domestic,Business,Mumbai,Chennai,App,UPI,6886,0,1,80,4,Yes,10,Summer
BKG05643,08-03-2025,13-05-2025,66,Flight,International,Family,Delhi,Singapore,Website,Wallet,8953.2,20,0,0,5,Yes,14,Normal
BKG05644,25-03-2024,07-04-2024,13,Holiday Package,Domestic,Family,Delhi,Delhi,Website,UPI,54120,5,0,0,5,Yes,5,Diwali
BKG05645,21-02-2024,16-03-2024,24,Train,Domestic,Business,Hyderabad,Hyderabad,App,Debit Card,4726,10,0,0,1,No,11,Normal
BKG05646,21-11-2024,06-12-2024,15,Holiday Package,International,Family,Chennai,London,App,Wallet,105183,15,0,0,4,Yes,4,Normal
BKG05647,26-07-2024,16-10-2024,82,Holiday Package,Domestic,Family,Mumbai,Jaipur,Website,Credit Card,62870,15,0,0,5,No,7,Normal
BKG05648,10-03-2025,07-04-2025,28,Flight,International,Business,Chennai,Bangkok,App,Debit Card,16462.8,0,0,0,1,Yes,20,Normal
BKG05649,30-11-2025,07-01-2026,38,Holiday Package,Domestic,Business,Hyderabad,Hyderabad,Website,Debit Card,59496,10,0,0,5,No,19,Normal
BKG05650,02-02-2025,17-03-2025,43,Train,International,Couple,Bangalore,Singapore,Website,Wallet,6145.2,10,0,0,2,Yes,20,Normal
BKG05651,26-07-2025,15-10-2025,81,Holiday Package,Domestic,Business,Chennai,Mumbai,App,UPI,38714,5,0,0,1,No,6,Normal
BKG05652,27-06-2025,07-09-2025,72,Hotel,International,Solo,Delhi,London,App,UPI,19944,20,0,0,5,No,20,Summer
BKG05653,27-11-2024,14-01-2025,48,Train,Domestic,Couple,Mumbai,Delhi,Website,Debit Card,1787,0,0,0,2,No,8,Normal
BKG05654,22-05-2025,17-06-2025,26,Flight,Domestic,Solo,Bangalore,Bangalore,Website,Debit Card,6685,5,0,0,2,Yes,4,Christmas
BKG05655,15-11-2024,04-02-2025,81,Flight,Domestic,Solo,Delhi,Hyderabad,App,UPI,11953,0,0,0,5,Yes,16,Normal
BKG05656,11-05-2024,24-07-2024,74,Hotel,Domestic,Solo,Bangalore,Hyderabad,Website,Credit Card,12882,15,0,0,3,Yes,6,Normal
BKG05657,10-06-2024,07-08-2024,58,Train,International,Business,Bangalore,Dubai,Website,Wallet,6728.4,15,0,0,2,No,10,Normal
BKG05658,26-01-2024,06-03-2024,40,Holiday Package,Domestic,Business,Delhi,Delhi,App,NetBanking,64939,20,1,80,5,Yes,3,Diwali
BKG05659,02-07-2024,14-08-2024,43,Holiday Package,Domestic,Family,Mumbai,Delhi,App,Wallet,32056,5,1,80,5,Yes,6,Normal
BKG05660,10-09-2025,29-11-2025,80,Holiday Package,International,Business,Chennai,London,App,NetBanking,98316,0,0,0,3,No,9,Normal
BKG05661,23-01-2025,17-03-2025,53,Holiday Package,Domestic,Couple,Hyderabad,Bangalore,Website,Debit Card,71642,15,0,0,2,Yes,1,Normal
BKG05662,14-09-2024,07-11-2024,54,Hotel,International,Family,Hyderabad,Dubai,Website,UPI,40739.4,20,0,0,5,No,21,Summer
BKG05663,16-01-2024,11-02-2024,26,Train,Domestic,Business,Delhi,Goa,App,Wallet,1112,5,1,80,3,No,22,Normal
BKG05664,30-07-2025,01-10-2025,63,Hotel,International,Family,Hyderabad,Bangkok,Website,UPI,24987.6,10,0,0,5,No,11,Summer
BKG05665,24-04-2025,15-05-2025,21,Train,International,Business,Bangalore,London,Website,Credit Card,2386.8,5,0,0,1,No,13,Normal
BKG05666,04-08-2025,11-09-2025,38,Hotel,Domestic,Solo,Mumbai,Mumbai,Website,NetBanking,3989,0,0,0,4,Yes,22,Summer
BKG05667,12-05-2024,05-08-2024,85,Flight,International,Family,Chennai,Singapore,App,Wallet,25513.2,0,0,0,4,Yes,21,Normal
BKG05668,18-12-2025,28-01-2026,41,Holiday Package,Domestic,Family,Mumbai,Hyderabad,Website,Debit Card,69368,20,1,80,3,Yes,20,Normal
BKG05669,21-02-2024,12-05-2024,81,Hotel,Domestic,Couple,Mumbai,Jaipur,App,Wallet,13956,10,0,0,5,No,7,Normal
BKG05670,31-07-2024,22-08-2024,22,Flight,Domestic,Couple,Mumbai,Mumbai,App,Debit Card,8487,20,0,0,2,No,15,Normal
BKG05671,17-09-2025,17-10-2025,30,Flight,International,Family,Delhi,Singapore,Website,Credit Card,22969.8,15,1,80,3,No,3,Normal
BKG05672,03-04-2025,07-04-2025,4,Flight,International,Family,Chennai,Singapore,Website,NetBanking,13012.2,15,0,0,1,No,3,Normal
BKG05673,20-04-2025,12-05-2025,22,Holiday Package,International,Business,Delhi,Singapore,App,Debit Card,140623.2,0,0,0,1,Yes,18,Normal
BKG05674,25-11-2024,24-12-2024,29,Holiday Package,International,Solo,Chennai,London,Website,UPI,129137.4,0,0,0,4,Yes,23,Normal
BKG05675,18-08-2024,15-11-2024,89,Holiday Package,International,Couple,Mumbai,London,App,Debit Card,39978,0,1,80,3,Yes,11,Normal
BKG05676,05-06-2025,21-06-2025,16,Hotel,Domestic,Solo,Mumbai,Jaipur,App,Wallet,13912,5,0,0,5,Yes,16,Christmas
BKG05677,21-07-2024,08-10-2024,79,Flight,International,Family,Mumbai,Singapore,Website,Wallet,5761.8,15,0,0,4,Yes,7,Normal
BKG05678,15-04-2024,30-04-2024,15,Flight,Domestic,Family,Mumbai,Chennai,App,Wallet,3449,10,0,0,3,Yes,13,Normal
BKG05679,27-01-2024,15-04-2024,79,Train,Domestic,Couple,Bangalore,Chennai,App,Credit Card,2011,10,0,0,2,No,18,Normal
BKG05680,22-07-2024,15-08-2024,24,Train,Domestic,Business,Chennai,Delhi,Website,Credit Card,2290,20,0,0,2,Yes,23,Normal
BKG05681,16-12-2025,20-02-2026,66,Holiday Package,International,Family,Chennai,London,Website,Credit Card,52977.6,5,0,0,4,No,21,Normal
BKG05682,27-12-2024,08-02-2025,43,Flight,International,Couple,Bangalore,London,Website,NetBanking,20136.6,15,0,0,4,Yes,4,Normal
BKG05683,21-08-2024,11-11-2024,82,Hotel,Domestic,Solo,Delhi,Chennai,Website,NetBanking,7147,10,1,80,5,Yes,9,Normal
BKG05684,23-06-2025,13-08-2025,51,Hotel,Domestic,Business,Mumbai,Goa,App,Credit Card,17250,5,0,0,1,No,17,Normal
BKG05685,07-06-2025,21-07-2025,44,Holiday Package,Domestic,Business,Mumbai,Chennai,App,UPI,20984,0,0,0,1,Yes,8,Normal
BKG05686,01-09-2024,22-11-2024,82,Holiday Package,Domestic,Solo,Mumbai,Chennai,App,Wallet,59846,5,0,0,1,Yes,16,Normal
BKG05687,16-11-2025,30-12-2025,44,Holiday Package,Domestic,Couple,Hyderabad,Chennai,Website,Debit Card,27370,15,0,0,4,Yes,0,Diwali
BKG05688,28-10-2024,21-01-2025,85,Holiday Package,Domestic,Business,Bangalore,Jaipur,App,Debit Card,35697,15,1,80,1,Yes,23,Normal
BKG05689,17-08-2024,30-09-2024,44,Train,International,Solo,Mumbai,Singapore,Website,Credit Card,2070,0,0,0,2,Yes,8,Summer
BKG05690,14-08-2025,09-09-2025,26,Train,International,Solo,Bangalore,Dubai,Website,Wallet,3816,15,0,0,4,No,1,Diwali
BKG05691,10-04-2025,28-04-2025,18,Train,Domestic,Solo,Mumbai,Goa,App,NetBanking,3572,5,0,0,4,Yes,23,Normal
BKG05692,12-04-2025,15-05-2025,33,Flight,Domestic,Couple,Hyderabad,Bangalore,Website,Debit Card,9332,20,0,0,1,No,14,Christmas
BKG05693,01-09-2024,05-10-2024,34,Flight,International,Couple,Bangalore,Dubai,Website,NetBanking,10299.6,0,0,0,2,Yes,19,Normal
BKG05694,19-03-2024,10-06-2024,83,Train,Domestic,Couple,Bangalore,Jaipur,Website,Wallet,3429,10,0,0,3,Yes,20,Normal
BKG05695,30-03-2024,15-06-2024,77,Hotel,International,Solo,Delhi,Singapore,Website,Credit Card,6946.2,10,0,0,4,No,16,Normal
BKG05696,27-01-2025,17-04-2025,80,Holiday Package,International,Solo,Mumbai,Singapore,Website,Wallet,33915.6,10,0,0,3,Yes,3,Diwali
BKG05697,11-06-2024,17-08-2024,67,Holiday Package,Domestic,Family,Bangalore,Delhi,App,UPI,32138,0,0,0,5,No,4,Normal
BKG05698,29-03-2025,01-05-2025,33,Flight,Domestic,Couple,Bangalore,Delhi,App,NetBanking,13555,10,0,0,2,Yes,16,Normal
BKG05699,09-04-2025,17-06-2025,69,Holiday Package,International,Business,Delhi,Bangkok,App,Credit Card,101451.6,0,1,80,1,No,8,Normal
BKG05700,21-08-2025,27-10-2025,67,Hotel,International,Business,Chennai,Singapore,App,NetBanking,39915,20,0,0,2,No,21,Normal
